,CustomerID,BikeBuyer,AvgMonthSpend,MiddleName,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,LastUpdated
1687,13815,1,52.81,A,6199 Mcelroy,0,London,England,United Kingdom,E17 6JF,1 (11) 500 555-0124,1999-11-02,Partial College,Clerical,F,S,0,2,0,0,86024,2017-03-06
1688,23272,1,52.01,E,1568 Skyline Dr.,0,Long Beach,California,United States,90802,101-555-0173,1977-05-12,High School,Skilled Manual,M,M,1,1,1,2,52116,2017-03-06
1689,21345,0,50.16,S,6053 Hill Meadow Place,0,Cliffside,British Columbia,Canada,V8Y 1L1,154-555-0166,1958-07-11,Graduate Degree,Clerical,F,M,1,2,0,2,85024,2017-03-06
1690,18172,1,56.55,A,6601 Bentley Ct,0,Birmingham,England,United Kingdom,B29 6SL,1 (11) 500 555-0149,1971-06-22,High School,Skilled Manual,M,M,1,1,1,2,51225,2017-03-06
1691,24343,0,56.81,L,8920 Corte Poquito,0,Fremont,California,United States,94536,656-555-0111,1980-03-08,High School,Manual,M,M,1,0,1,2,29658,2017-03-06
1692,25004,0,48.58,A,2599 Vine Hill Way,0,Bremerton,Washington,United States,98312,779-555-0176,1998-02-14,Partial College,Manual,M,S,0,1,0,0,36448,2017-03-06
1693,19795,0,46.68,A,1426 Waterfall Way,0,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0124,1978-01-13,Bachelors,Manual,M,M,1,1,0,1,30935,2017-03-06
1694,20967,0,55.96,T,Wolfgangstraße 7878,0,Bonn,Hamburg,Germany,53001,1 (11) 500 555-0186,1977-04-24,Partial College,Manual,M,M,1,1,1,1,26752,2017-03-06
1695,29401,0,52.94,A,6288 Augustine Dr.,0,Warrington,England,United Kingdom,WA1,1 (11) 500 555-0114,1985-11-01,Bachelors,Manual,M,M,0,1,0,1,28359,2017-03-06
1696,15154,1,48.37,A,5012 Bayshore Rd.,0,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0131,1991-09-07,Partial High School,Skilled Manual,M,M,0,1,0,2,56018,2017-03-06
1697,26855,1,51.84,A,"59, rue Jean Mermoz",0,Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0111,1986-06-09,Bachelors,Clerical,F,M,1,1,1,1,81155,2017-03-06
1698,26734,1,53.72,A,4082 Virginia Hills,0,Issaquah,Washington,United States,98027,837-555-0147,1971-02-16,Partial College,Clerical,F,M,1,3,1,2,83725,2017-03-06
1699,18075,0,50.21,C,6089 Santa Fe Dr.,0,Torrance,California,United States,90505,709-555-0119,1967-01-08,Partial College,Clerical,F,S,1,1,1,1,77273,2017-03-06
1700,18385,1,60.28,A,6702 Smiling Tree Court,0,Burbank,California,United States,91502,847-555-0142,1983-06-19,Bachelors,Clerical,M,M,1,1,1,1,87126,2017-03-06
1701,25516,0,46.25,A,Hunzinger Allee 124,0,Sulzbach Taunus,Saarland,Germany,66272,1 (11) 500 555-0137,1995-08-26,Partial High School,Manual,F,S,0,0,0,0,31119,2017-03-06
1702,28537,0,53.5,R,4631 Candlestick Drive,0,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0162,1946-07-16,Bachelors,Clerical,M,S,1,1,0,1,81968,2017-03-06
1703,21108,1,47.85,A,Buergermeister-ulrich-str 7500,0,München,Hessen,Germany,80074,1 (11) 500 555-0191,1982-11-23,Bachelors,Skilled Manual,F,M,1,2,0,2,52824,2017-03-06
1704,15182,0,49.04,A,3794 Trees Drive,0,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0148,1976-08-26,High School,Skilled Manual,F,S,1,1,0,0,59033,2017-03-06
1705,18746,1,56.41,A,7435 Ricardo,0,Melton,Victoria,Australia,3337,1 (11) 500 555-0135,1977-11-15,Partial College,Clerical,M,S,1,0,0,0,86779,2017-03-06
1706,27635,0,45.04,E,7943 Cunha Ct.,0,Burien,Washington,United States,98168,142-555-0147,1982-10-07,Partial College,Manual,F,M,1,1,0,2,27933,2017-03-06
1707,14532,1,54.66,M,"818, rue de Berri",0,Courbevoie,Hauts de Seine,France,92400,1 (11) 500 555-0150,1982-11-21,Graduate Degree,Professional,F,M,1,0,1,1,131483,2017-03-06
1708,20191,1,52.6,A,6123 Lancelot Dr.,0,Berkeley,California,United States,94704,248-555-0127,1987-03-11,Graduate Degree,Management,M,S,1,2,0,0,106932,2017-03-06
1709,11231,0,54.87,A,3951 Calle Verde Drive,0,Bremerton,Washington,United States,98312,710-555-0134,1972-11-14,High School,Manual,M,M,1,0,0,2,29527,2017-03-06
1710,26553,1,54.3,A,9392 16th St.,0,Redmond,Washington,United States,98052,186-555-0170,1997-05-10,Partial College,Management,F,S,0,2,0,0,104198,2017-03-06
1711,23074,1,48.76,N,2129 Acacia Drive,0,Royal Oak,British Columbia,Canada,V8X,347-555-0187,1961-06-15,Bachelors,Manual,F,S,1,0,1,1,31098,2017-03-06
1712,16019,0,54.75,A,4021 Rosemarie Place,0,Torrance,California,United States,90505,833-555-0127,1999-02-02,Partial College,Clerical,F,S,0,1,0,0,86397,2017-03-06
1713,28874,1,50.48,F,7680 Lay Brooke Way,0,Redmond,Washington,United States,98052,593-555-0198,1973-09-11,Partial College,Clerical,F,M,1,2,0,2,85270,2017-03-06
1714,25156,0,52.36,A,6956 Peach Place,0,Lincoln Acres,California,United States,91950,588-555-0128,1985-09-24,Graduate Degree,Skilled Manual,F,S,0,1,0,0,52909,2017-03-06
1715,15071,0,50.53,R,"254, rue de Bas Marin",0,Lille,Nord,France,59000,1 (11) 500 555-0181,1990-12-17,Bachelors,Management,F,S,0,2,0,0,102283,2017-03-06
1716,13943,1,54.21,A,9037 Saddlehill Lane,0,Los Angeles,California,United States,90012,863-555-0114,1980-10-03,Partial College,Clerical,F,M,1,2,1,2,78553,2017-03-06
1717,17188,0,48.0,A,"203, rue des Berges",0,Versailles,Yveline,France,78000,1 (11) 500 555-0188,1975-09-21,Partial College,Skilled Manual,F,M,1,2,0,2,55093,2017-03-06
1718,27502,1,51.01,A,4144 Tahoe Place,0,Westminster,British Columbia,Canada,V3L 1H4,191-555-0138,1995-10-28,Partial College,Clerical,M,S,0,2,0,0,85583,2017-03-06
1719,14308,0,49.25,A,5704 Laverne Avenue,0,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0126,1986-08-27,Bachelors,Manual,F,S,0,0,0,0,35424,2017-03-06
1720,21756,1,51.86,A,7535 Hoover Court,0,Santa Monica,California,United States,90401,299-555-0175,1963-11-24,Bachelors,Clerical,F,M,1,0,1,2,81271,2017-03-06
1721,20062,1,51.79,J,Celler Weg 1234,0,Stuttgart,Saarland,Germany,70452,1 (11) 500 555-0156,1991-09-16,High School,Clerical,M,S,0,2,0,0,82898,2017-03-06
1722,22032,0,48.81,A,3973 Gilardy Drive,0,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0188,1962-09-12,Bachelors,Skilled Manual,M,M,1,1,0,3,56801,2017-03-06
1723,24575,0,52.84,M,5452 Corte Gilberto,0,Kirkby,England,United Kingdom,KB9,1 (11) 500 555-0119,1969-04-15,High School,Manual,M,S,1,1,0,0,33862,2017-03-06
1724,20024,0,50.4,A,9736 Montana,0,Lemon Grove,California,United States,91945,666-555-0155,1984-11-10,Bachelors,Skilled Manual,M,S,0,0,0,0,58587,2017-03-06
1725,13421,0,50.1,C,2904 Bay View Drive,0,Santa Cruz,California,United States,95062,727-555-0180,1985-06-23,Graduate Degree,Clerical,F,M,1,1,0,2,86476,2017-03-06
1726,26852,0,48.53,H,Kappellweg 664,0,Saarbrücken,Saarland,Germany,66001,1 (11) 500 555-0119,1983-06-05,High School,Skilled Manual,F,M,1,1,1,2,51028,2017-03-06
1727,23521,0,49.44,A,8502 Diver Way,0,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0125,1983-04-28,Bachelors,Clerical,F,M,1,1,0,2,82504,2017-03-06
1728,16066,1,51.21,J,347 San Simeon Dr.,0,Long Beach,California,United States,90802,402-555-0173,1989-07-23,Bachelors,Management,M,M,1,2,0,0,108867,2017-03-06
1729,11919,1,51.72,A,7783 Limewood Pl,0,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0181,1984-02-18,Bachelors,Skilled Manual,M,M,1,0,1,1,51825,2017-03-06
1730,21492,1,56.96,A,9192 High Maple Court,0,Daly City,California,United States,94015,359-555-0188,1970-10-23,Partial College,Clerical,M,S,1,2,0,0,78242,2017-03-06
1731,12679,0,45.83,A,3718 Loma Linda,0,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0171,1993-11-10,High School,Manual,F,M,0,1,0,0,29976,2017-03-06
1732,18325,1,50.65,C,1173 Dale Pl.,0,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0112,1958-10-07,Bachelors,Skilled Manual,F,M,1,0,1,2,54523,2017-03-06
1733,20745,0,44.82,C,2298 Pinto Rd,0,Cliffside,British Columbia,Canada,V8Y 1L1,141-555-0152,1974-06-04,Partial High School,Manual,F,M,1,0,0,2,27678,2017-03-06
1734,24754,0,51.42,C,5430 Ranch Dr.,0,West Covina,California,United States,91791,129-555-0131,1978-12-05,Partial College,Management,F,M,1,2,0,1,109850,2017-03-06
1735,11522,1,59.59,J,3279 W 46th St,0,Oregon City,Oregon,United States,97045,231-555-0168,1975-12-23,Graduate Degree,Management,M,M,1,2,0,0,106262,2017-03-06
1736,24479,0,50.7,E,9584 Logan Ct,0,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0151,1981-02-03,Partial College,Skilled Manual,F,S,0,1,0,0,58315,2017-03-06
1737,11026,1,50.91,A,8211 Leeds Ct.,0,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0131,1966-04-03,Partial College,Skilled Manual,M,S,1,1,0,1,61043,2017-03-06
1738,12644,1,53.55,E,8335 Elm Rd.,0,Esher-Molesey,England,United Kingdom,EM15,1 (11) 500 555-0150,1973-06-03,Partial College,Clerical,F,M,1,3,1,1,77162,2017-03-06
1739,21635,0,52.03,G,9305 Kentucky Drive,0,Palo Alto,California,United States,94303,375-555-0172,1985-03-20,Bachelors,Management,M,M,1,3,0,2,112615,2017-03-06
1740,19671,0,50.38,B,2144 San Rafael,0,Concord,California,United States,94519,172-555-0156,1998-07-02,Partial College,Clerical,M,M,0,1,0,0,79206,2017-03-06
1741,17671,1,51.57,J,8627 Laguna Street,0,San Diego,California,United States,92102,180-555-0135,1976-08-03,High School,Skilled Manual,F,M,1,1,1,2,61082,2017-03-06
1742,15993,0,55.61,A,2137 Carlotta,0,Newton,British Columbia,Canada,V2L3W8,157-555-0172,1973-05-22,Graduate Degree,Management,M,M,1,1,0,2,111990,2017-03-06
1743,16801,0,50.21,A,9956 Mcneil Place,0,Bellingham,Washington,United States,98225,183-555-0118,1969-01-22,Partial College,Skilled Manual,F,S,1,1,0,0,51606,2017-03-06
1744,28046,0,47.44,A,21 Red Tree Way,0,Langford,British Columbia,Canada,V9,989-555-0127,1970-05-16,Partial High School,Manual,F,M,1,1,2,2,28878,2017-03-06
1745,24531,1,59.36,A,Königsteiner Straße 750,0,Paderborn,Hamburg,Germany,33041,1 (11) 500 555-0180,1978-03-18,Bachelors,Skilled Manual,M,M,1,1,1,2,59001,2017-03-06
1746,20454,1,59.29,A,7426 Forest Way,0,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0134,1978-06-09,Bachelors,Management,M,S,1,2,0,0,104412,2017-03-06
1747,13633,1,50.64,A,5751 Concord Place,0,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0180,1992-03-12,Bachelors,Manual,M,S,0,0,0,0,34220,2017-03-06
1748,15292,0,50.63,C,4098 Woodcrest Dr.,0,Woodburn,Oregon,United States,97071,885-555-0193,1991-06-17,Graduate Degree,Skilled Manual,F,S,0,1,0,0,51828,2017-03-06
1749,26771,1,55.31,L,4192 East 39th Street,0,Geelong,Victoria,Australia,3220,1 (11) 500 555-0112,1980-06-02,Partial College,Management,M,M,1,2,0,2,107566,2017-03-06
1750,17666,1,57.14,W,9188 D Mt. Hood Circle,0,Lincoln Acres,California,United States,91950,653-555-0116,1975-08-11,Partial College,Management,M,M,1,2,1,1,112767,2017-03-06
1751,17831,1,51.86,K,1798 Norfolk Rd,0,Roubaix,Nord,France,59100,1 (11) 500 555-0146,1982-08-15,Partial College,Skilled Manual,M,M,1,2,1,1,52433,2017-03-06
1752,18993,1,49.68,L,7153 Bellord Ct,# 18,Berkeley,California,United States,94704,824-555-0115,1966-11-14,Bachelors,Skilled Manual,M,M,1,1,2,2,59053,2017-03-06
1753,19511,1,51.4,L,7342 Pueblo Dr.,0,Oxford,England,United Kingdom,OX1,1 (11) 500 555-0113,1996-05-19,Partial College,Skilled Manual,M,S,0,1,0,0,51596,2017-03-06
1754,15065,1,49.96,P,Postfach 99 09 00,0,Berlin,Hessen,Germany,12171,1 (11) 500 555-0128,1990-05-15,High School,Manual,M,S,0,1,0,0,36480,2017-03-06
1755,17906,1,48.67,A,9003 C St.,0,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0112,1999-02-09,Partial College,Skilled Manual,M,M,0,2,0,0,54279,2017-03-06
1756,14683,0,51.86,A,7893 Carson Street,0,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0134,1984-11-26,Bachelors,Management,F,M,1,3,0,0,109999,2017-03-06
1757,22534,0,52.19,M,"336, quai Paul Doumer",0,Paris,Seine (Paris),France,75016,1 (11) 500 555-0116,1995-02-13,Partial College,Management,F,S,0,1,0,0,106100,2017-03-06
1758,25028,1,51.61,A,2102 W. 8th St.,0,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0172,1973-03-26,Partial College,Management,F,M,1,2,2,2,102744,2017-03-06
1759,15248,0,49.95,A,4277 Banana Court,0,Burien,Washington,United States,98168,429-555-0155,1996-12-28,High School,Clerical,M,M,0,2,0,0,76938,2017-03-06
1760,19376,0,48.03,C,"18, rue de l´Esplanade",0,Paris,Seine (Paris),France,75007,1 (11) 500 555-0150,1996-04-28,High School,Manual,F,S,0,1,0,0,29814,2017-03-06
1761,11258,0,52.16,A,2707 Virgil Street,0,Palo Alto,California,United States,94303,559-555-0149,1953-06-28,Graduate Degree,Professional,M,M,1,0,0,2,134695,2017-03-06
1762,25717,0,45.9,A,609 Power Ave.,0,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0181,1998-03-18,Bachelors,Manual,M,M,0,1,0,0,37244,2017-03-06
1763,23589,1,52.65,A,1077 Willow Court,0,Imperial Beach,California,United States,91932,991-555-0143,1987-04-06,Bachelors,Skilled Manual,F,M,1,1,1,1,53968,2017-03-06
1764,15462,1,52.14,C,Attaché de Presse,0,Colombes,Hauts de Seine,France,92700,1 (11) 500 555-0115,1963-08-27,Partial College,Management,M,M,1,2,2,2,107250,2017-03-07
1765,25345,1,48.07,B,5118 Boxwood Dr.,0,Mill Valley,California,United States,94941,152-555-0127,1976-02-12,Partial High School,Skilled Manual,F,S,1,2,0,0,52217,2017-03-06
1766,15899,0,54.21,A,4522 N. 227th St.,0,Santa Monica,California,United States,90401,427-555-0147,1969-07-01,Partial College,Manual,M,M,1,1,2,2,26568,2017-03-06
1767,20295,1,49.68,C,4895 Pine Creek Way,0,Tacoma,Washington,United States,98403,894-555-0164,1993-11-03,Partial College,Clerical,M,M,0,3,0,0,77165,2017-03-06
1768,12371,0,51.29,A,8433 Pacifica Avenue,#331,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0113,1983-02-14,Bachelors,Skilled Manual,F,S,0,1,0,0,51719,2017-03-06
1769,28643,0,50.87,A,3338 Stillwater Ct.,0,Spring Valley,California,United States,91977,230-555-0120,1991-05-13,Graduate Degree,Management,M,M,1,1,0,1,104516,2017-03-06
1770,19258,0,55.5,A,8696 Whitehaven Dr,0,London,England,United Kingdom,SW6 SBY,1 (11) 500 555-0113,1974-05-21,Partial College,Manual,M,M,1,1,0,1,29090,2017-03-06
1771,24304,0,52.67,A,"2, route de Marseille",0,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0148,1978-05-25,Bachelors,Clerical,F,S,1,2,0,0,86677,2017-03-06
1772,27020,1,55.19,L,6574 Hemlock Ave.,0,National City,California,United States,91950,635-555-0115,1974-03-17,Partial College,Management,F,M,1,3,1,1,112583,2017-03-06
1773,28593,0,51.56,A,8375 Mink Court,0,Newport Beach,California,United States,92625,349-555-0113,1975-01-07,Partial High School,Skilled Manual,F,S,1,1,0,0,58616,2017-03-06
1774,26582,1,49.9,A,764 Teak Court,0,Cliffside,British Columbia,Canada,V8Y 1L1,647-555-0151,1993-03-03,Partial College,Clerical,M,M,0,2,0,0,79555,2017-03-06
1775,21104,1,50.23,A,4629 Candellero Dr,0,Stoke-on-Trent,England,United Kingdom,AS23,1 (11) 500 555-0133,1983-07-03,Bachelors,Skilled Manual,F,M,1,1,1,2,56941,2017-03-06
1776,13454,0,48.33,A,2039 Doon Cr,# 120,Long Beach,California,United States,90802,153-555-0127,1981-02-17,Bachelors,Manual,M,M,1,0,0,2,29083,2017-03-06
1777,26782,1,49.81,A,516 Oak Park Blvd.,0,Victoria,British Columbia,Canada,V8V,129-555-0114,2000-09-25,High School,Skilled Manual,M,S,0,1,0,0,56965,2017-03-06
1778,29475,1,52.03,A,Erftplatz 876,0,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0135,1979-09-23,Partial College,Manual,M,S,0,0,0,0,37034,2017-03-06
1779,22924,0,49.94,A,6131 Green Leaf Drive,0,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0112,1984-02-01,Bachelors,Skilled Manual,F,S,0,0,0,0,54896,2017-03-06
1780,28105,1,50.66,A,5582 Ryan Court,0,Downey,California,United States,90241,238-555-0129,1997-11-23,Partial College,Clerical,F,M,0,3,0,0,86138,2017-03-06
1781,17989,1,52.72,P,Westheimer Straße 92,0,Ingolstadt,Bayern,Germany,85049,1 (11) 500 555-0161,1985-08-14,High School,Skilled Manual,F,S,0,0,0,0,52233,2017-03-06
1782,25527,0,50.28,P,"9, route de Marseille",0,Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0138,1933-05-11,Partial High School,Manual,M,S,1,0,0,1,30525,2017-03-06
1783,15665,0,50.74,P,"1055, rue Basse-du-Rocher",0,Paris,Seine (Paris),France,75009,1 (11) 500 555-0196,1979-07-06,Bachelors,Clerical,F,M,1,2,0,2,80859,2017-03-06
1784,22233,0,47.41,A,4539 Leeds Ct,0,Haney,British Columbia,Canada,V2W 1W2,398-555-0127,1992-04-22,Graduate Degree,Manual,M,M,0,0,1,1,29535,2017-03-06
1785,14720,0,51.94,B,4493 N. Broadway,0,Birmingham,England,United Kingdom,B29 6SL,1 (11) 500 555-0165,1990-07-04,Partial College,Clerical,F,S,0,2,0,0,86296,2017-03-06
1786,17146,1,61.01,A,8055 Corrinne Court,0,Glendale,California,United States,91203,297-555-0123,1968-02-13,Bachelors,Clerical,M,S,1,3,0,0,77977,2017-03-06
1787,22160,1,53.55,E,2309 Mt. Olivet Ct.,0,Portland,Oregon,United States,97205,812-555-0128,1997-12-11,Partial College,Management,M,S,0,1,0,0,105535,2017-03-06
1788,12997,1,48.08,A,5666 Hazelnut Lane,0,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0115,1988-05-11,Bachelors,Skilled Manual,F,M,0,0,0,1,51961,2017-03-06
1789,12003,1,54.09,V,2288 Morning Way,0,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0124,1983-03-11,Bachelors,Management,F,S,1,0,0,0,103512,2017-03-06
1790,28044,1,53.62,E,1506 St. George Court,0,Concord,California,United States,94519,499-555-0154,1969-07-12,Bachelors,Management,M,S,1,2,0,0,111850,2017-03-06
1791,15802,0,50.34,A,5854 Baird Court,# 212,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0111,1983-04-24,Bachelors,Clerical,F,S,0,2,0,0,85116,2017-03-06
1792,22497,0,60.29,A,Moritzstr 123,0,Dresden,Hessen,Germany,1071,1 (11) 500 555-0138,1983-05-12,Partial High School,Skilled Manual,M,S,0,0,0,0,59216,2017-03-06
1793,19800,0,50.33,E,6904 Sunset Way,0,Mill Valley,California,United States,94941,981-555-0176,1993-03-13,Bachelors,Skilled Manual,F,S,0,2,0,0,54927,2017-03-06
1794,27769,0,51.42,A,"91, rue Royale",0,Paris,Seine (Paris),France,75003,1 (11) 500 555-0181,1987-05-04,High School,Skilled Manual,F,S,0,1,0,0,56072,2017-03-06
1795,21403,1,56.13,K.,6030 Winter Drive,0,Rockhampton,Queensland,Australia,4700,953-555-0100,1977-10-19,High School,Skilled Manual,M,S,1,2,0,0,52614,2017-03-06
1796,29047,1,60.89,I,9730 Krueger Drive,0,Port Hammond,British Columbia,Canada,V6B 3P7,605-555-0130,1983-06-02,Bachelors,Professional,M,M,1,3,1,1,134836,2017-03-06
1797,27610,0,53.39,A,2189 Alamo Way,0,Spring Valley,California,United States,91977,243-555-0117,1976-02-25,Partial High School,Manual,M,S,0,1,0,0,29470,2017-03-06
1798,22481,0,61.26,A,Nollendorfplatz 4662,0,Stuttgart,Saarland,Germany,70452,1 (11) 500 555-0131,1986-05-26,Bachelors,Professional,M,M,1,3,0,0,128344,2017-03-06
1799,18207,1,52.66,N,1986 St. Andrews Way,0,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0136,1992-09-19,High School,Skilled Manual,M,M,0,1,1,1,57366,2017-03-06
1800,25230,1,49.81,D,5359 S. Silver Spring,0,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0182,1984-11-16,Bachelors,Clerical,F,S,0,2,0,0,80841,2017-03-06
1801,26321,1,51.54,A,8308 Roskelley Drive,0,Burnaby,British Columbia,Canada,V3J 6Z3,171-555-0191,1988-11-19,Bachelors,Management,M,M,1,3,0,0,107832,2017-03-06
1802,19404,0,46.79,L,8108 Goen Road,0,Berkeley,California,United States,94704,864-555-0156,1948-08-15,High School,Manual,F,M,1,1,1,2,27825,2017-03-06
1803,16750,0,49.49,A,7348 Indianhead Way,0,Torrance,California,United States,90505,461-555-0176,1994-05-11,Partial College,Clerical,M,M,0,1,0,0,77712,2017-03-06
1804,22714,1,48.8,A,1749 Champion Rd,0,Shawnee,British Columbia,Canada,V9B 2C3,214-555-0150,1985-04-08,Partial College,Manual,F,M,0,0,1,2,31764,2017-03-06
1805,19873,0,60.47,A,4225 Almond Drive,0,Newton,British Columbia,Canada,V2M1S6,200-555-0184,1970-08-03,Partial High School,Skilled Manual,M,S,1,0,0,0,53506,2017-03-06
1806,21363,0,45.96,L,6872 Sandalwood Dr.,0,Findon,South Australia,Australia,5023,1 (11) 500 555-0111,1968-02-09,Partial High School,Manual,F,M,1,1,0,2,35333,2017-03-06
1807,13357,1,54.59,C,6887 Deerberry Ct.,0,El Cajon,California,United States,92020,101-555-0146,1965-09-27,Bachelors,Clerical,M,S,1,0,1,1,87063,2017-03-06
1808,11739,0,59.99,L,2243 W St.,0,Shawnee,British Columbia,Canada,V9B 5T2,600-555-0195,1979-05-14,Graduate Degree,Management,M,M,1,2,0,2,106672,2017-03-06
1809,19187,0,48.09,S,8675 Line Court,0,Berkshire,England,United Kingdom,RG11 5TP,1 (11) 500 555-0188,1991-05-14,Partial High School,Manual,M,S,0,0,0,0,27017,2017-03-06
1810,22909,0,51.05,A,3249 E Lane,0,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0147,1988-11-25,Bachelors,Skilled Manual,M,S,0,0,0,0,61608,2017-03-06
1811,13484,1,50.04,L,7959 Driving Drive,0,Bellflower,California,United States,90706,423-555-0177,1957-06-08,Graduate Degree,Skilled Manual,M,S,1,2,1,1,59897,2017-03-06
1812,24786,1,51.75,M,8571 Mehaffey Way,0,Port Hammond,British Columbia,Canada,V6B 3P7,665-555-0117,1990-01-24,Bachelors,Management,F,M,1,2,0,0,110548,2017-03-06
1813,26458,0,50.26,A,6316 Glazier Ct.,0,Daly City,California,United States,94015,332-555-0174,1959-07-04,Graduate Degree,Skilled Manual,M,M,1,1,1,2,58521,2017-03-06
1814,24048,1,51.95,A,5061 Athecton Circle,0,Cambridge,England,United Kingdom,CB4 4BZ,1 (11) 500 555-0161,1988-04-20,Partial College,Clerical,M,M,1,3,1,2,87719,2017-03-06
1815,20159,0,50.55,A,2665 Escobar,0,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0163,1999-06-04,Bachelors,Clerical,M,M,0,3,0,0,81233,2017-03-06
1816,11420,1,53.9,C,"100, rue Maillard",0,Roubaix,Nord,France,59100,1 (11) 500 555-0176,1966-07-12,Bachelors,Clerical,M,M,1,2,2,2,79396,2017-03-07
1817,15756,0,51.13,A,8507 Mt. Palomar Pl.,0,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0115,1977-07-08,High School,Clerical,F,S,1,1,0,0,79740,2017-03-06
1818,17041,1,57.76,A,5492 Dartmouth Way,0,Olympia,Washington,United States,98501,753-555-0111,1978-05-14,Bachelors,Management,M,M,1,2,1,2,105444,2017-03-06
1819,13068,0,47.59,A,7320 Blocking Circle,0,Bellflower,California,United States,90706,862-555-0112,1994-02-18,High School,Skilled Manual,F,S,0,2,0,0,52239,2017-03-06
1820,22701,0,48.2,A,Parise Straße 4552,0,Kiel,Saarland,Germany,24044,1 (11) 500 555-0185,1995-04-06,High School,Skilled Manual,F,S,0,1,0,0,61678,2017-03-06
1821,18859,1,50.73,A,2555 Via Rosa,0,Royal Oak,British Columbia,Canada,V8X,411-555-0118,1974-09-18,Partial High School,Skilled Manual,F,M,1,2,1,2,54613,2017-03-06
1822,21406,1,57.96,A,6454 Denkinger Road,0,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0162,1979-04-12,Bachelors,Clerical,M,M,1,2,1,1,82079,2017-03-06
1823,18110,1,52.93,B,4982 Ultra Way,0,Long Beach,California,United States,90802,905-555-0149,1971-05-24,Partial College,Skilled Manual,M,M,1,0,0,2,58124,2017-03-06
1824,23814,0,48.7,A,3396 Castle Rock Road,0,Torrance,California,United States,90505,296-555-0164,1979-07-24,Partial College,Skilled Manual,F,M,1,1,0,1,52710,2017-03-06
1825,25756,1,53.37,L,Waldstr 193,0,Berlin,Hamburg,Germany,12311,1 (11) 500 555-0113,1988-08-12,Partial College,Management,F,M,1,2,1,2,103354,2017-03-06
1826,17121,0,57.04,A,6949 Miguel Dr.,0,Seattle,Washington,United States,98104,980-555-0166,1986-08-20,Graduate Degree,Professional,M,S,1,1,0,0,132717,2017-03-06
1827,19162,1,51.63,L,8671 Appalachia Dr.,0,Burbank,California,United States,91502,355-555-0191,1983-11-13,Bachelors,Clerical,M,M,1,1,0,1,83743,2017-03-06
1828,23003,1,49.15,H,6526 Creed Ave,0,Oregon City,Oregon,United States,97045,794-555-0140,1988-05-27,Bachelors,Manual,F,S,0,0,0,0,34499,2017-03-06
1829,14968,1,57.53,A,9443 Lacanda Ct.,0,London,England,United Kingdom,SW1P 2NU,1 (11) 500 555-0153,1984-07-06,Bachelors,Clerical,M,M,1,2,1,1,79361,2017-03-06
1830,24492,0,49.05,A,6027 Lisa Ann Street,0,Lakewood,California,United States,90712,428-555-0192,1999-04-04,High School,Manual,M,S,0,1,0,0,32251,2017-03-06
1831,28353,0,49.69,A,3862 Citrus Avenue,0,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0113,1963-01-14,Bachelors,Skilled Manual,F,S,1,1,0,1,53458,2017-03-06
1832,27504,0,47.17,F,156 East Lake Court,0,Lake Oswego,Oregon,United States,97034,494-555-0141,1995-09-17,High School,Manual,F,S,0,0,0,0,29144,2017-03-06
